,state,State Name,disease,Number of Smallpox Cases,"Smallpox Incidence Per 100,000 People",year,number_week
29357,WA,WASHINGTON,SMALLPOX,3,0.17,1939,48
29358,WI,WISCONSIN,SMALLPOX,2,0.05,1939,48
29359,WV,WEST VIRGINIA,SMALLPOX,0,0.0,1939,48
29360,WY,WYOMING,SMALLPOX,0,0.0,1939,48
29361,AL,ALABAMA,SMALLPOX,0,0.0,1939,49
29362,AR,ARKANSAS,SMALLPOX,2,0.1,1939,49
29363,AZ,ARIZONA,SMALLPOX,3,0.52,1939,49
29364,CA,CALIFORNIA,SMALLPOX,4,0.05,1939,49
29365,CO,COLORADO,SMALLPOX,26,2.32,1939,49
29366,CT,CONNECTICUT,SMALLPOX,0,0.0,1939,49
29367,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1939,49
29368,DE,DELAWARE,SMALLPOX,0,0.0,1939,49
29369,FL,FLORIDA,SMALLPOX,1,0.03,1939,49
29370,GA,GEORGIA,SMALLPOX,1,0.02,1939,49
29371,IA,IOWA,SMALLPOX,12,0.46,1939,49
29372,ID,IDAHO,SMALLPOX,8,1.54,1939,49
29373,IL,ILLINOIS,SMALLPOX,3,0.03,1939,49
29374,IN,INDIANA,SMALLPOX,22,0.65,1939,49
29375,KS,KANSAS,SMALLPOX,0,0.0,1939,49
29376,KY,KENTUCKY,SMALLPOX,0,0.0,1939,49
29377,LA,LOUISIANA,SMALLPOX,1,0.02,1939,49
29378,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1939,49
29379,MD,MARYLAND,SMALLPOX,0,0.0,1939,49
29380,ME,MAINE,SMALLPOX,0,0.0,1939,49
29381,MI,MICHIGAN,SMALLPOX,3,0.06,1939,49
29382,MN,MINNESOTA,SMALLPOX,24,0.87,1939,49
29383,MO,MISSOURI,SMALLPOX,8,0.21,1939,49
29384,MS,MISSISSIPPI,SMALLPOX,0,0.0,1939,49
29385,MT,MONTANA,SMALLPOX,3,0.45,1939,49
29386,NC,NORTH CAROLINA,SMALLPOX,1,0.01,1939,49
29387,ND,NORTH DAKOTA,SMALLPOX,0,0.0,1939,49
29388,NE,NEBRASKA,SMALLPOX,2,0.11,1939,49
29389,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1939,49
29390,NJ,NEW JERSEY,SMALLPOX,0,0.0,1939,49
29391,NM,NEW MEXICO,SMALLPOX,0,0.0,1939,49
29392,NY,NEW YORK,SMALLPOX,0,0.0,1939,49
29393,OH,OHIO,SMALLPOX,2,0.02,1939,49
29394,OK,OKLAHOMA,SMALLPOX,13,0.54,1939,49
29395,OR,OREGON,SMALLPOX,4,0.32,1939,49
29396,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1939,49
29397,RI,RHODE ISLAND,SMALLPOX,0,0.0,1939,49
29398,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1939,49
29399,SD,SOUTH DAKOTA,SMALLPOX,7,1.01,1939,49
29400,TN,TENNESSEE,SMALLPOX,0,0.0,1939,49
29401,TX,TEXAS,SMALLPOX,6,0.09,1939,49
29402,UT,UTAH,SMALLPOX,1,0.09,1939,49
29403,VA,VIRGINIA,SMALLPOX,0,0.0,1939,49
29404,VT,VERMONT,SMALLPOX,0,0.0,1939,49
29405,WA,WASHINGTON,SMALLPOX,2,0.09,1939,49
29406,WI,WISCONSIN,SMALLPOX,9,0.27,1939,49
29407,WV,WEST VIRGINIA,SMALLPOX,0,0.0,1939,49
29408,WY,WYOMING,SMALLPOX,0,0.0,1939,49
29409,AL,ALABAMA,SMALLPOX,0,0.0,1939,50
29410,AR,ARKANSAS,SMALLPOX,2,0.08,1939,50
29411,AZ,ARIZONA,SMALLPOX,1,0.1,1939,50
29412,CA,CALIFORNIA,SMALLPOX,3,0.04,1939,50
29413,CO,COLORADO,SMALLPOX,10,0.89,1939,50
29414,CT,CONNECTICUT,SMALLPOX,0,0.0,1939,50
29415,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1939,50
29416,DE,DELAWARE,SMALLPOX,0,0.0,1939,50
29417,FL,FLORIDA,SMALLPOX,0,0.0,1939,50
29418,GA,GEORGIA,SMALLPOX,0,0.0,1939,50
29419,IA,IOWA,SMALLPOX,14,0.56,1939,50
29420,ID,IDAHO,SMALLPOX,3,0.48,1939,50
29421,IL,ILLINOIS,SMALLPOX,4,0.05,1939,50
29422,IN,INDIANA,SMALLPOX,15,0.43,1939,50
29423,KS,KANSAS,SMALLPOX,1,0.03,1939,50
29424,KY,KENTUCKY,SMALLPOX,1,0.02,1939,50
29425,LA,LOUISIANA,SMALLPOX,1,0.02,1939,50
29426,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1939,50
29427,MD,MARYLAND,SMALLPOX,0,0.0,1939,50
29428,ME,MAINE,SMALLPOX,0,0.0,1939,50
29429,MI,MICHIGAN,SMALLPOX,2,0.04,1939,50
29430,MN,MINNESOTA,SMALLPOX,22,0.79,1939,50
29431,MO,MISSOURI,SMALLPOX,4,0.11,1939,50
29432,MS,MISSISSIPPI,SMALLPOX,0,0.0,1939,50
29433,MT,MONTANA,SMALLPOX,4,0.72,1939,50
29434,NC,NORTH CAROLINA,SMALLPOX,1,0.01,1939,50
29435,ND,NORTH DAKOTA,SMALLPOX,3,0.47,1939,50
29436,NE,NEBRASKA,SMALLPOX,3,0.19,1939,50
29437,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1939,50
29438,NJ,NEW JERSEY,SMALLPOX,0,0.0,1939,50
29439,NM,NEW MEXICO,SMALLPOX,1,0.1,1939,50
29440,NY,NEW YORK,SMALLPOX,0,0.0,1939,50
29441,OH,OHIO,SMALLPOX,1,0.01,1939,50
29442,OK,OKLAHOMA,SMALLPOX,7,0.28,1939,50
29443,OR,OREGON,SMALLPOX,4,0.32,1939,50
29444,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1939,50
29445,RI,RHODE ISLAND,SMALLPOX,0,0.0,1939,50
29446,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1939,50
29447,SD,SOUTH DAKOTA,SMALLPOX,8,1.16,1939,50
29448,TN,TENNESSEE,SMALLPOX,1,0.02,1939,50
29449,TX,TEXAS,SMALLPOX,3,0.05,1939,50
29450,UT,UTAH,SMALLPOX,0,0.0,1939,50
29451,VA,VIRGINIA,SMALLPOX,0,0.0,1939,50
29452,VT,VERMONT,SMALLPOX,0,0.0,1939,50
29453,WA,WASHINGTON,SMALLPOX,1,0.06,1939,50
29454,WI,WISCONSIN,SMALLPOX,7,0.21,1939,50
29455,WV,WEST VIRGINIA,SMALLPOX,0,0.0,1939,50
29456,WY,WYOMING,SMALLPOX,1,0.2,1939,50
29457,AL,ALABAMA,SMALLPOX,2,0.07,1939,51
29458,AR,ARKANSAS,SMALLPOX,4,0.21,1939,51
29459,AZ,ARIZONA,SMALLPOX,0,0.0,1939,51
29460,CA,CALIFORNIA,SMALLPOX,4,0.06,1939,51
29461,CO,COLORADO,SMALLPOX,46,4.11,1939,51
29462,CT,CONNECTICUT,SMALLPOX,0,0.0,1939,51
29463,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1939,51
29464,DE,DELAWARE,SMALLPOX,0,0.0,1939,51
29465,FL,FLORIDA,SMALLPOX,0,0.0,1939,51
29466,GA,GEORGIA,SMALLPOX,0,0.0,1939,51
29467,IA,IOWA,SMALLPOX,5,0.2,1939,51
29468,ID,IDAHO,SMALLPOX,0,0.0,1939,51
29469,IL,ILLINOIS,SMALLPOX,0,0.0,1939,51
29470,IN,INDIANA,SMALLPOX,5,0.15,1939,51
29471,KS,KANSAS,SMALLPOX,0,0.0,1939,51
29472,KY,KENTUCKY,SMALLPOX,0,0.0,1939,51
29473,LA,LOUISIANA,SMALLPOX,0,0.0,1939,51
29474,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1939,51
29475,MD,MARYLAND,SMALLPOX,0,0.0,1939,51
29476,ME,MAINE,SMALLPOX,0,0.0,1939,51
29477,MI,MICHIGAN,SMALLPOX,0,0.0,1939,51
29478,MN,MINNESOTA,SMALLPOX,19,0.69,1939,51
29479,MO,MISSOURI,SMALLPOX,1,0.03,1939,51
29480,MS,MISSISSIPPI,SMALLPOX,0,0.0,1939,51
29481,MT,MONTANA,SMALLPOX,1,0.18,1939,51
29482,NC,NORTH CAROLINA,SMALLPOX,0,0.0,1939,51
29483,ND,NORTH DAKOTA,SMALLPOX,0,0.0,1939,51
29484,NE,NEBRASKA,SMALLPOX,3,0.23,1939,51
29485,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1939,51
29486,NJ,NEW JERSEY,SMALLPOX,0,0.0,1939,51
29487,NM,NEW MEXICO,SMALLPOX,0,0.0,1939,51
29488,NY,NEW YORK,SMALLPOX,0,0.0,1939,51
29489,OH,OHIO,SMALLPOX,1,0.01,1939,51
29490,OK,OKLAHOMA,SMALLPOX,5,0.21,1939,51
29491,OR,OREGON,SMALLPOX,0,0.0,1939,51
29492,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1939,51
29493,RI,RHODE ISLAND,SMALLPOX,0,0.0,1939,51
29494,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1939,51
29495,SD,SOUTH DAKOTA,SMALLPOX,5,0.78,1939,51
29496,TN,TENNESSEE,SMALLPOX,1,0.03,1939,51
29497,TX,TEXAS,SMALLPOX,5,0.08,1939,51
29498,UT,UTAH,SMALLPOX,2,0.37,1939,51
29499,VA,VIRGINIA,SMALLPOX,0,0.0,1939,51
29500,VT,VERMONT,SMALLPOX,0,0.0,1939,51
29501,WA,WASHINGTON,SMALLPOX,0,0.0,1939,51
29502,WI,WISCONSIN,SMALLPOX,1,0.03,1939,51
29503,WV,WEST VIRGINIA,SMALLPOX,0,0.0,1939,51
29504,WY,WYOMING,SMALLPOX,0,0.0,1939,51
29505,AL,ALABAMA,SMALLPOX,0,0.0,1939,52
29506,AR,ARKANSAS,SMALLPOX,13,0.65,1939,52
29507,AZ,ARIZONA,SMALLPOX,7,1.45,1939,52
29508,CA,CALIFORNIA,SMALLPOX,4,0.06,1939,52
29509,CO,COLORADO,SMALLPOX,33,2.98,1939,52
29510,CT,CONNECTICUT,SMALLPOX,0,0.0,1939,52
29511,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1939,52
29512,DE,DELAWARE,SMALLPOX,0,0.0,1939,52
29513,FL,FLORIDA,SMALLPOX,0,0.0,1939,52
29514,GA,GEORGIA,SMALLPOX,0,0.01,1939,52
29515,IA,IOWA,SMALLPOX,26,1.04,1939,52
29516,ID,IDAHO,SMALLPOX,2,0.38,1939,52
29517,IL,ILLINOIS,SMALLPOX,2,0.02,1939,52
29518,IN,INDIANA,SMALLPOX,13,0.37,1939,52
29519,KS,KANSAS,SMALLPOX,0,0.0,1939,52
29520,KY,KENTUCKY,SMALLPOX,0,0.0,1939,52
29521,LA,LOUISIANA,SMALLPOX,0,0.0,1939,52
29522,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1939,52
29523,MD,MARYLAND,SMALLPOX,0,0.0,1939,52
29524,ME,MAINE,SMALLPOX,0,0.0,1939,52
29525,MI,MICHIGAN,SMALLPOX,1,0.03,1939,52
29526,MN,MINNESOTA,SMALLPOX,34,1.21,1939,52
29527,MO,MISSOURI,SMALLPOX,7,0.18,1939,52
29528,MS,MISSISSIPPI,SMALLPOX,0,0.0,1939,52
29529,MT,MONTANA,SMALLPOX,2,0.3,1939,52
29530,NC,NORTH CAROLINA,SMALLPOX,0,0.0,1939,52
29531,ND,NORTH DAKOTA,SMALLPOX,0,0.0,1939,52
29532,NE,NEBRASKA,SMALLPOX,4,0.28,1939,52
29533,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1939,52
29534,NJ,NEW JERSEY,SMALLPOX,0,0.0,1939,52
29535,NM,NEW MEXICO,SMALLPOX,0,0.0,1939,52
29536,NY,NEW YORK,SMALLPOX,0,0.0,1939,52
29537,OH,OHIO,SMALLPOX,3,0.05,1939,52
29538,OK,OKLAHOMA,SMALLPOX,15,0.66,1939,52
29539,OR,OREGON,SMALLPOX,4,0.34,1939,52
29540,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1939,52
29541,RI,RHODE ISLAND,SMALLPOX,0,0.0,1939,52
29542,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1939,52
29543,SD,SOUTH DAKOTA,SMALLPOX,14,2.22,1939,52
29544,TN,TENNESSEE,SMALLPOX,0,0.0,1939,52
29545,TX,TEXAS,SMALLPOX,5,0.07,1939,52
29546,UT,UTAH,SMALLPOX,7,1.35,1939,52
29547,VA,VIRGINIA,SMALLPOX,0,0.0,1939,52
29548,VT,VERMONT,SMALLPOX,0,0.0,1939,52
29549,WA,WASHINGTON,SMALLPOX,6,0.35,1939,52
29550,WI,WISCONSIN,SMALLPOX,11,0.35,1939,52
29551,WV,WEST VIRGINIA,SMALLPOX,3,0.14,1939,52
29552,WY,WYOMING,SMALLPOX,0,0.0,1939,52
29553,AL,ALABAMA,SMALLPOX,0,0.0,1940,01
29554,AR,ARKANSAS,SMALLPOX,4,0.2,1940,01
29555,AZ,ARIZONA,SMALLPOX,3,0.6,1940,01
29556,CA,CALIFORNIA,SMALLPOX,0,0.0,1940,01
29557,CO,COLORADO,SMALLPOX,5,0.44,1940,01
29558,CT,CONNECTICUT,SMALLPOX,0,0.0,1940,01
29559,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1940,01
29560,DE,DELAWARE,SMALLPOX,0,0.0,1940,01
29561,FL,FLORIDA,SMALLPOX,0,0.0,1940,01
29562,GA,GEORGIA,SMALLPOX,1,0.02,1940,01
29563,IA,IOWA,SMALLPOX,16,0.63,1940,01
29564,ID,IDAHO,SMALLPOX,0,0.0,1940,01
29565,IL,ILLINOIS,SMALLPOX,10,0.13,1940,01
29566,IN,INDIANA,SMALLPOX,31,0.9,1940,01
29567,KS,KANSAS,SMALLPOX,4,0.2,1940,01
29568,KY,KENTUCKY,SMALLPOX,3,0.1,1940,01
29569,LA,LOUISIANA,SMALLPOX,0,0.0,1940,01
29570,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1940,01
29571,MD,MARYLAND,SMALLPOX,0,0.0,1940,01
29572,ME,MAINE,SMALLPOX,0,0.0,1940,01
29573,MI,MICHIGAN,SMALLPOX,2,0.03,1940,01
29574,MN,MINNESOTA,SMALLPOX,6,0.22,1940,01
29575,MO,MISSOURI,SMALLPOX,6,0.16,1940,01
29576,MS,MISSISSIPPI,SMALLPOX,0,0.0,1940,01
29577,MT,MONTANA,SMALLPOX,1,0.18,1940,01
29578,NC,NORTH CAROLINA,SMALLPOX,0,0.0,1940,01
29579,ND,NORTH DAKOTA,SMALLPOX,4,0.62,1940,01
29580,NE,NEBRASKA,SMALLPOX,7,0.53,1940,01
29581,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1940,01
29582,NJ,NEW JERSEY,SMALLPOX,0,0.0,1940,01
29583,NM,NEW MEXICO,SMALLPOX,0,0.0,1940,01
29584,NY,NEW YORK,SMALLPOX,0,0.0,1940,01
29585,OH,OHIO,SMALLPOX,14,0.19,1940,01
29586,OK,OKLAHOMA,SMALLPOX,8,0.34,1940,01
29587,OR,OREGON,SMALLPOX,0,0.0,1940,01
29588,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1940,01
29589,RI,RHODE ISLAND,SMALLPOX,0,0.0,1940,01
29590,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1940,01
29591,SD,SOUTH DAKOTA,SMALLPOX,12,1.79,1940,01
29592,TN,TENNESSEE,SMALLPOX,1,0.02,1940,01
29593,TX,TEXAS,SMALLPOX,0,0.0,1940,01
29594,UT,UTAH,SMALLPOX,0,0.0,1940,01
29595,VA,VIRGINIA,SMALLPOX,0,0.0,1940,01
29596,VT,VERMONT,SMALLPOX,0,0.0,1940,01
29597,WA,WASHINGTON,SMALLPOX,1,0.06,1940,01
29598,WI,WISCONSIN,SMALLPOX,7,0.22,1940,01
29599,WV,WEST VIRGINIA,SMALLPOX,0,0.0,1940,01
29600,WY,WYOMING,SMALLPOX,0,0.0,1940,01
29601,AL,ALABAMA,SMALLPOX,0,0.0,1940,02
29602,AR,ARKANSAS,SMALLPOX,3,0.15,1940,02
29603,AZ,ARIZONA,SMALLPOX,1,0.2,1940,02
29604,CA,CALIFORNIA,SMALLPOX,0,0.0,1940,02
29605,CO,COLORADO,SMALLPOX,33,2.92,1940,02
29606,CT,CONNECTICUT,SMALLPOX,0,0.0,1940,02
29607,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1940,02
29608,DE,DELAWARE,SMALLPOX,0,0.0,1940,02
29609,FL,FLORIDA,SMALLPOX,0,0.0,1940,02
29610,GA,GEORGIA,SMALLPOX,0,0.0,1940,02
29611,IA,IOWA,SMALLPOX,31,1.22,1940,02
29612,ID,IDAHO,SMALLPOX,0,0.0,1940,02
29613,IL,ILLINOIS,SMALLPOX,0,0.0,1940,02
29614,IN,INDIANA,SMALLPOX,4,0.12,1940,02
29615,KS,KANSAS,SMALLPOX,1,0.06,1940,02
29616,KY,KENTUCKY,SMALLPOX,0,0.0,1940,02
29617,LA,LOUISIANA,SMALLPOX,0,0.0,1940,02
29618,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1940,02
29619,MD,MARYLAND,SMALLPOX,0,0.0,1940,02
29620,ME,MAINE,SMALLPOX,0,0.0,1940,02
29621,MI,MICHIGAN,SMALLPOX,1,0.02,1940,02
29622,MN,MINNESOTA,SMALLPOX,13,0.47,1940,02
29623,MO,MISSOURI,SMALLPOX,1,0.03,1940,02
29624,MS,MISSISSIPPI,SMALLPOX,0,0.0,1940,02
29625,MT,MONTANA,SMALLPOX,0,0.0,1940,02
29626,NC,NORTH CAROLINA,SMALLPOX,0,0.0,1940,02
29627,ND,NORTH DAKOTA,SMALLPOX,1,0.16,1940,02
29628,NE,NEBRASKA,SMALLPOX,0,0.0,1940,02
29629,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1940,02
29630,NJ,NEW JERSEY,SMALLPOX,0,0.0,1940,02
29631,NM,NEW MEXICO,SMALLPOX,1,0.19,1940,02
29632,NY,NEW YORK,SMALLPOX,0,0.0,1940,02
29633,OH,OHIO,SMALLPOX,1,0.01,1940,02
29634,OK,OKLAHOMA,SMALLPOX,5,0.22,1940,02
29635,OR,OREGON,SMALLPOX,3,0.28,1940,02
29636,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1940,02
29637,RI,RHODE ISLAND,SMALLPOX,0,0.0,1940,02
29638,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1940,02
29639,SD,SOUTH DAKOTA,SMALLPOX,1,0.16,1940,02
29640,TN,TENNESSEE,SMALLPOX,0,0.0,1940,02
29641,TX,TEXAS,SMALLPOX,2,0.03,1940,02
29642,UT,UTAH,SMALLPOX,1,0.18,1940,02
29643,VA,VIRGINIA,SMALLPOX,1,0.04,1940,02
29644,VT,VERMONT,SMALLPOX,0,0.0,1940,02
29645,WA,WASHINGTON,SMALLPOX,0,0.0,1940,02
29646,WI,WISCONSIN,SMALLPOX,6,0.19,1940,02
29647,WV,WEST VIRGINIA,SMALLPOX,0,0.0,1940,02
29648,WY,WYOMING,SMALLPOX,0,0.0,1940,02
29649,AL,ALABAMA,SMALLPOX,0,0.0,1940,03
29650,AR,ARKANSAS,SMALLPOX,11,0.54,1940,03
29651,AZ,ARIZONA,SMALLPOX,18,3.61,1940,03
29652,CA,CALIFORNIA,SMALLPOX,16,0.23,1940,03
29653,CO,COLORADO,SMALLPOX,12,1.02,1940,03
29654,CT,CONNECTICUT,SMALLPOX,0,0.0,1940,03
29655,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1940,03
29656,DE,DELAWARE,SMALLPOX,0,0.0,1940,03
29657,FL,FLORIDA,SMALLPOX,1,0.03,1940,03
29658,GA,GEORGIA,SMALLPOX,0,0.0,1940,03
29659,IA,IOWA,SMALLPOX,23,0.89,1940,03
29660,ID,IDAHO,SMALLPOX,5,0.86,1940,03
29661,IL,ILLINOIS,SMALLPOX,11,0.14,1940,03
29662,IN,INDIANA,SMALLPOX,54,1.56,1940,03
29663,KS,KANSAS,SMALLPOX,17,0.92,1940,03
29664,KY,KENTUCKY,SMALLPOX,1,0.03,1940,03
29665,LA,LOUISIANA,SMALLPOX,0,0.0,1940,03
29666,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1940,03
29667,MD,MARYLAND,SMALLPOX,0,0.0,1940,03
29668,ME,MAINE,SMALLPOX,0,0.0,1940,03
29669,MI,MICHIGAN,SMALLPOX,0,0.0,1940,03
29670,MN,MINNESOTA,SMALLPOX,20,0.7,1940,03
29671,MO,MISSOURI,SMALLPOX,9,0.24,1940,03
29672,MS,MISSISSIPPI,SMALLPOX,0,0.0,1940,03
29673,MT,MONTANA,SMALLPOX,2,0.27,1940,03
29674,NC,NORTH CAROLINA,SMALLPOX,0,0.0,1940,03
29675,ND,NORTH DAKOTA,SMALLPOX,1,0.16,1940,03
29676,NE,NEBRASKA,SMALLPOX,0,0.0,1940,03
29677,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1940,03
29678,NJ,NEW JERSEY,SMALLPOX,0,0.0,1940,03
29679,NM,NEW MEXICO,SMALLPOX,4,0.66,1940,03
29680,NY,NEW YORK,SMALLPOX,0,0.0,1940,03
29681,OH,OHIO,SMALLPOX,12,0.17,1940,03
29682,OK,OKLAHOMA,SMALLPOX,5,0.19,1940,03
29683,OR,OREGON,SMALLPOX,3,0.28,1940,03
29684,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1940,03
29685,RI,RHODE ISLAND,SMALLPOX,0,0.0,1940,03
29686,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1940,03
29687,SD,SOUTH DAKOTA,SMALLPOX,6,0.94,1940,03
29688,TN,TENNESSEE,SMALLPOX,1,0.02,1940,03
29689,TX,TEXAS,SMALLPOX,7,0.11,1940,03
29690,UT,UTAH,SMALLPOX,0,0.0,1940,03
29691,VA,VIRGINIA,SMALLPOX,1,0.02,1940,03
29692,VT,VERMONT,SMALLPOX,0,0.0,1940,03
29693,WA,WASHINGTON,SMALLPOX,1,0.03,1940,03
29694,WI,WISCONSIN,SMALLPOX,12,0.38,1940,03
29695,WV,WEST VIRGINIA,SMALLPOX,1,0.03,1940,03
29696,WY,WYOMING,SMALLPOX,1,0.2,1940,03
29697,AL,ALABAMA,SMALLPOX,1,0.02,1940,04
29698,AR,ARKANSAS,SMALLPOX,2,0.08,1940,04
29699,AZ,ARIZONA,SMALLPOX,12,2.4,1940,04
29700,CA,CALIFORNIA,SMALLPOX,7,0.09,1940,04
29701,CO,COLORADO,SMALLPOX,6,0.53,1940,04
29702,CT,CONNECTICUT,SMALLPOX,0,0.0,1940,04
29703,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1940,04
29704,DE,DELAWARE,SMALLPOX,0,0.0,1940,04
29705,FL,FLORIDA,SMALLPOX,1,0.03,1940,04
29706,GA,GEORGIA,SMALLPOX,1,0.03,1940,04
29707,IA,IOWA,SMALLPOX,29,1.12,1940,04
29708,ID,IDAHO,SMALLPOX,8,1.44,1940,04
29709,IL,ILLINOIS,SMALLPOX,6,0.07,1940,04
29710,IN,INDIANA,SMALLPOX,32,0.92,1940,04
29711,KS,KANSAS,SMALLPOX,11,0.59,1940,04
29712,KY,KENTUCKY,SMALLPOX,2,0.05,1940,04
29713,LA,LOUISIANA,SMALLPOX,0,0.0,1940,04
29714,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1940,04
29715,MD,MARYLAND,SMALLPOX,0,0.0,1940,04
29716,ME,MAINE,SMALLPOX,0,0.0,1940,04
29717,MI,MICHIGAN,SMALLPOX,1,0.02,1940,04
29718,MN,MINNESOTA,SMALLPOX,15,0.54,1940,04
29719,MO,MISSOURI,SMALLPOX,6,0.16,1940,04
29720,MS,MISSISSIPPI,SMALLPOX,1,0.02,1940,04
29721,MT,MONTANA,SMALLPOX,2,0.36,1940,04
29722,NC,NORTH CAROLINA,SMALLPOX,0,0.0,1940,04
29723,ND,NORTH DAKOTA,SMALLPOX,5,0.78,1940,04
29724,NE,NEBRASKA,SMALLPOX,2,0.11,1940,04
29725,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1940,04
29726,NJ,NEW JERSEY,SMALLPOX,0,0.0,1940,04
29727,NM,NEW MEXICO,SMALLPOX,3,0.47,1940,04
29728,NY,NEW YORK,SMALLPOX,0,0.0,1940,04
29729,OH,OHIO,SMALLPOX,10,0.14,1940,04
29730,OK,OKLAHOMA,SMALLPOX,24,1.03,1940,04
29731,OR,OREGON,SMALLPOX,8,0.69,1940,04
29732,PA,PENNSYLVANIA,SMALLPOX,0,0.0,1940,04
29733,RI,RHODE ISLAND,SMALLPOX,0,0.0,1940,04
29734,SC,SOUTH CAROLINA,SMALLPOX,0,0.0,1940,04
29735,SD,SOUTH DAKOTA,SMALLPOX,5,0.7,1940,04
29736,TN,TENNESSEE,SMALLPOX,1,0.02,1940,04
29737,TX,TEXAS,SMALLPOX,17,0.26,1940,04
29738,UT,UTAH,SMALLPOX,0,0.0,1940,04
29739,VA,VIRGINIA,SMALLPOX,2,0.06,1940,04
29740,VT,VERMONT,SMALLPOX,0,0.0,1940,04
29741,WA,WASHINGTON,SMALLPOX,1,0.06,1940,04
29742,WI,WISCONSIN,SMALLPOX,9,0.27,1940,04
29743,WV,WEST VIRGINIA,SMALLPOX,0,0.0,1940,04
29744,WY,WYOMING,SMALLPOX,1,0.2,1940,04
29745,AL,ALABAMA,SMALLPOX,0,0.0,1940,05
29746,AR,ARKANSAS,SMALLPOX,2,0.1,1940,05
29747,AZ,ARIZONA,SMALLPOX,12,2.4,1940,05
29748,CA,CALIFORNIA,SMALLPOX,9,0.12,1940,05
29749,CO,COLORADO,SMALLPOX,13,1.15,1940,05
29750,CT,CONNECTICUT,SMALLPOX,0,0.0,1940,05
29751,DC,DISTRICT OF COLUMBIA,SMALLPOX,0,0.0,1940,05
29752,DE,DELAWARE,SMALLPOX,0,0.0,1940,05
29753,FL,FLORIDA,SMALLPOX,0,0.0,1940,05
29754,GA,GEORGIA,SMALLPOX,0,0.0,1940,05
29755,IA,IOWA,SMALLPOX,27,1.04,1940,05
29756,ID,IDAHO,SMALLPOX,5,0.96,1940,05
29757,IL,ILLINOIS,SMALLPOX,4,0.04,1940,05
29758,IN,INDIANA,SMALLPOX,61,1.78,1940,05
29759,KS,KANSAS,SMALLPOX,8,0.45,1940,05
29760,KY,KENTUCKY,SMALLPOX,2,0.05,1940,05
29761,LA,LOUISIANA,SMALLPOX,1,0.02,1940,05
29762,MA,MASSACHUSETTS,SMALLPOX,0,0.0,1940,05
29763,MD,MARYLAND,SMALLPOX,0,0.0,1940,05
29764,ME,MAINE,SMALLPOX,0,0.0,1940,05
29765,MI,MICHIGAN,SMALLPOX,2,0.04,1940,05
29766,MN,MINNESOTA,SMALLPOX,15,0.54,1940,05
29767,MO,MISSOURI,SMALLPOX,7,0.18,1940,05
29768,MS,MISSISSIPPI,SMALLPOX,1,0.02,1940,05
29769,MT,MONTANA,SMALLPOX,1,0.18,1940,05
29770,NC,NORTH CAROLINA,SMALLPOX,0,0.0,1940,05
29771,ND,NORTH DAKOTA,SMALLPOX,1,0.08,1940,05
29772,NE,NEBRASKA,SMALLPOX,2,0.11,1940,05
29773,NH,NEW HAMPSHIRE,SMALLPOX,0,0.0,1940,05
29774,NJ,NEW JERSEY,SMALLPOX,0,0.0,1940,05
29775,NM,NEW MEXICO,SMALLPOX,1,0.09,1940,05
29776,NY,NEW YORK,SMALLPOX,0,0.0,1940,05
